串;chuàn;XUYẾN;"xuyên suốt; kết ghép; gắn bó; ăn khớp; cấu kết; móc nối; thông đồng; thông lưng (làm chuyện xấu); lẫn; nối nhầm; nhầm lẫn; lạc; lang thang; lòng vòng; sắm vai; đóng vai (trong hí khúc); trộn; xáo trộn; pha trộn (thay đổi đặc tính ban đầu)";""
复制;fùzhì;PHỤC CHẾ;"copy; phục chế; sao chép; lặp lại; làm lại; phục dựng";""
新增;xīn zēng;TÂN TĂNG;"tăng thêm; bổ sung; thêm mới";""
互动;hùdòng;HỖ ĐỘNG;"tương tác";""
网页;wǎngyè;VÕNG HIỆT;"trang mạng; trang web";""
搜索;sōusuǒ;SƯU SÁCH;"tìm tòi; lục soát; lùng tìm; tìm kiếm";""
全选;quán xuǎn;TOÀN TUYỂN;"chọn tất cả";""
拷贝;kǎobèi;KHẢO BỐI;"copy; sao chép; nhân bản; sao chép; sao chép phim";""
未读信息;wèi dú xìnxī;VỊ ĐỘC TÍN TỨC;"tin nhắn chưa đọc";""
模式;móshì;MÔ THỨC;"mẫu; kiểu; khuôn mẫu; mô hình; chế độ";""
况且;kuàngqiě;HUỐNG THẢ;"hơn nữa; vả lại; ngoài ra; vả chăng, huống hồ";""
拼搏;pīnbó;BÍNH BÁC;"nỗ lực; lăn xả; phấn đấu; chiến đấu";""
寂寞;jìmò;TỊCH MỊCH;"cô quạnh, cô đơn; cô đơn lạnh lẽo; vắng lặng; trống vắng; yên tĩnh; hiu quạnh; hiu hắt; tĩnh lặng; hoang vắng";""
位置;wèizhì;VỊ TRÍ;"chỗ; vị trí; địa vị; vị trí";""
冠军;guànjūn;QUÁN QUÂN;"quán quân; vô địch";""
之一;zhī yī;CHI NHẤT;"một trong số; một trong những";""
而且;érqiě;NHI THẢ;"mà còn; với lại";""
授权;shòuquán;THỤ QUYỀN;"trao quyền; giao quyền; uỷ quyền; cho phép";""
总是;zǒng shì;TỔNG THỊ;"luôn luôn; lúc nào cũng; bao giờ cũng; chung quy; vẫn";""
雕刻;diāokè;ĐIÊU KHẮC;"khắc; điêu khắc; chạm trổ; chạm khắc";""
究竟;jiū jìng;CỨU CÁNH;"rốt cuộc (dùng ở câu hỏi)";""
雕塑;diāosù;ĐIÊU TỐ;"tượng; tượng điêu khắc";""
窗前;Chuāng qián;SONG TIỀN;"trước cửa sổ";""
踪迹;zōng jì;TUNG TÍCH;"dấu vết; tung tích; vết tích; dấu tích";""
伺候;cìhou;TỨ HẬU;"hầu hạ; phục dịch; phục vụ; chăm sóc";""
趁着;chènzhe;SẤN TRƯỚC;"nhân lúc; tranh thủ; lợi dụng";""
恢复;huīfù;KHÔI PHỤC;"khôi phục; trở lại; phục hồi; hồi sinh; khôi phục";""
报酬;bào chou;BÁO THÙ;"tiền công; thù lao; công được trả";""
嘴脸;zuǐliǎn;CHUỶ KIỂM;"diện mạo; mặt mũi; bộ mặt; vẻ mặt (thường mang nghĩa xấu)";""
采摘;cǎizhāi;THẢI TRÍCH;"bẻ; hái; ngắt (hoa, lá, quả)";""
灰尘;huīchén;HÔI TRẦN;"bụi; bụi đất; bụi bặm";""
寥寥;liáoliáo;LIÊU LIÊU;"lác đác; cực ít; rất ít";""
赶走;gǎn zǒu;CẢN TẨU;"đuổi đi";""
完毕;wánbì;HOÀN TẤT;"hoàn tất; làm xong; xong xuôi; kết thúc";""
碍事;àishì;NGẠI SỰ;"bất tiện; vướng víu; gây trở ngại";""
稀罕;xīhan;HI HÃN;"hiếm lạ; việc lạ";""
彻底;chèdǐ;TRIỆT ĐỂ;"triệt để; hoàn toàn";""
其他;qítā;KỲ THA;"khác; cái khác; việc khác";""
根据;gēnjù;CĂN CỨ;"căn cứ; dựa vào (điều kiện, lý do)";""
有把握;yǒu bǎwò;HỮU BẢ ÁC;"cầm chắc; Có sự tự tin; Có sự chắc chắn";""
否则;fǒuzé;PHỦ TẮC;"bằng không; nếu không; nếu không thì";""
资质;zīzhì;TƯ CHẤT;"tố chất; tư chất; trí lực; tư bẩm; tố chất con người; tư cách; khả năng nghiệp vụ (mà doanh nghiệp có trong các lĩnh vực như thiết kế và thi công công trình)";""
拜托;bàituō;BÁI THÁC;"nhờ; làm ơn; năn nỉ; xin nhờ; kính nhờ; trông cậy (lời nói kính trọng)";""
撮合;cuòhé;TOÁT HỢP;"làm mối; tác hợp; gán ghép";""
心结;xīnjié;TÂM KẾT;"khúc mức; nút thắt trong lòng";""
后悔;hòuhuǐ;HẬU HỐI;"hối hận; ân hận; hối tiếc";""
鲁莽;lǔmǎng;LỖ MÃNG;"lỗ mãng; thô lỗ; thô bỉ";""
激活;jīhuó;KÍCH HOẠT;"kích hoạt; kích thích (cơ thể); kích thích; kích hoạt (hoạt động)";""
增强;zēngqiáng;TĂNG CƯỜNG;"đề cao; củng cố; tăng cường";""
赋予;fùyǔ;PHÚ DỮ;"giao cho; trao cho; giao phó (nhiệm vụ, sứ mệnh quan trọng); gán cho; mang đến; đem lại; mang lại; làm cho";""
倾尽;qīng jǐn;KHUYNH TẪN;"làm tất cả những gì có thể; để cung cấp cho tất cả một người có; tàn hao";""
咱;zán;CHA;"chúng tôi; chúng ta; tôi; ta; mình";""
恩怨;ēnyuàn;ÂN OÁN;"ân oán";""
提醒;tíxǐng;ĐỀ TỈNH;"nhắc; nhắc nhở";""
脾气;píqi;TÌ KHÍ;"tính tình; tính cách; tính khí";""
欣赏;xīnshǎng;HÂN THƯỞNG;"ngắm; thưởng thức; ngắm nhìn; chiêm ngưỡng; tán thưởng; yêu thích; đánh giá cao";""
玩弄;wánnòng;NGOẠN LỘNG;"vọc; nghịch; chơi đùa; đùa nghịch; bỡn cợt; đùa bỡn; chơi đùa; giỡn cợt; trêu đùa; chọc ghẹo; trêu chọc; bóp méo; đặt điều; thao túng; gây chuyện; xuyên tạc; giở; dùng; giở trò (thủ đoạn, mánh khoé)";""
吃惊;chījīng;NGẬT KINH;"giật mình; hết hồn; hú hồn; sợ hãi; hoảng hốt; sửng sốt; ngạc nhiên; bất ngờ; không ngờ; ngỡ ngàng";""
辨识;biànshí;BIỆN THỨC;"xác định; nhận biết; nhận dạng";""
保健;bǎojiàn;BẢO KIỆN;"bảo vệ; bảo vệ sức khoẻ; chăm sóc y tế; chăm sóc sức khoẻ";""
垃圾桶;lājītǒng;LẠP NGẬP DŨNG;"thùng rác";""
好端端;hǎoduānduān;HẢO ĐOAN ĐOAN;"êm đẹp; yên lành";""
逐渐;zhújiàn;TRỤC TIỆM;"dần dần; từng bước; đang dần";""
诅咒;zǔzhòu;TRỚ CHÚ;"chửi rủa; chửi mắng; nguyền rủa; trù ẻo; trù ếm";""
遗体;yítǐ;DI THỂ;"di thể; di hài; xác";""
牵挂;qiānguà;KHIÊN QUẢI;"bận tâm; bận lòng; lo lắng; quan tâm";""
排序;páixù;BÀI TỰ;"sắp xếp (theo thứ tự)";""
企图;qǐtú;XÍ ĐỒ;"âm mưu; lăm le; mưu tính (nghĩa xấu)";""
废黜;fèichù;PHẾ TRUẤT;"bãi miễn; cách chức; phế truất (chức quan); bãi miễn; phế truất (ngôi vua hoặc đặc quyền)";""
跨国;kuàguó;KHÓA QUỐC;"đa quốc gia; xuyên quốc gia";""
勤奋;qínfèn;CẦN PHẤN;"siêng năng; cần cù; chăm chỉ; chuyên cần";""
缺席;quēxí;KHUYẾT TỊCH;"vắng mặt; thiếu mặt; thiếu vắng; không tham gia";""
褒奖;bāojiǎng;BAO TƯỞNG;"khen thưởng; ban khen";""
浅薄;qiǎnbó;THIỂN BẠC;"kém; nông cạn; thiếu hiểu biết; thiếu kiến thức; nông cạn (cảm xúc; tình cảm); nông cạn (phong cách; phong tục)";""
小鹿;xiǎolù;TIỂU LỘC;"Hươu con; con hươu";""
东拼西凑;dōng pīn xī còu;ĐÔNG BÍNH TÂY THẤU;"chắp vá lung tung; giật đầu cá, vá đầu tôm; giật đầu cá vá đầu tôm";""
岳母;yuèmǔ;NHẠC MẪU;"nhạc mẫu; mẹ vợ";""
名誉;míngyù;DANH DỰ;"danh dự (cá nhân hay tập thể)";""
污蔑;wūmiè;Ô MIỆT;"bôi nhọ; vu khống; làm bẩn; vấy bẩn";""
踏实;tā shi;ĐẠP THỰC;"thiết thực; thực tế; chăm chỉ; yên ổn; yên tâm; thư thái; thoải mái";""
气势;qìshì;KHÍ THẾ;"khí thế";""
考虑;kǎolǜ;KHẢO LỰ;"suy nghĩ; suy xét; cân nhắc; xem xét";""
竟然;jìngrán;CÁNH NHIÊN;"mà; lại; vậy mà; thế mà; không ngờ; thế mà lại (biểu thị sự bất ngờ)";""
宣布;xuānbù;TUYÊN BỐ;"tuyên bố; công bố; thông báo";""
震撼;zhènhàn;CHẤN HÁM;"chấn động; dao động; lay động; rung động";""
添麻烦;tiān máfan;THIÊM MA PHIỀN;"làm phiền; gây rắc rối";""
聘礼;pìnlǐ;SÍNH LỄ;"quà tặng; quà biếu; sính lễ; lễ vật ăn hỏi";""
艰难;jiānnán;GIAN NAN;"khó khăn; gian nan; gian khổ; khốn khổ";""
鄙视;bǐshì;BỈ THỊ;"khinh; xem thường; khinh thường, khinh bỉ; khinh rẻ";""
跳跃;tiàoyuè;KHIÊU DƯỢC;"nhảy";""
天赋;tiānfù;THIÊN PHÚ;"tư chất; tài năng; năng khiếu";""
索性;suǒxìng;SÁCH TÍNH;"dứt khoát; đành; đành vậy; thôi thì; cứ; thì thôi";""
皮毛;pímáo;BÌ MAO;"da lông (động vật); bề mặt; bề nổi; da (người)";""
可怜;kělián;KHẢ LIÊN;"đáng thương; thảm thương; khổ thân; tội nghiệp; thảm; thảm thương; quá ít; quá kém; nghèo nàn (số lượng ít hoặc chất lượng đến mức không đáng nêu lên)";""
到底;dàodǐ;ĐÁO ĐỂ;"rốt cuộc; suy cho cùng (dùng trong câu hỏi); thì ra; vẫn là; tóm lại; rốt cuộc; nói cho cùng; cuối cùng; rốt cuộc";""
并且;bìngqiě;TỊNH THẢ;"và; còn; đồng thời; mà còn (dùng giữa hai động từ,tính từ hoặc cụm từ, biểu thị hai động tác tiến hành cùng lúc hoặc bản chất đồng thời tồn tại.); hơn nữa; đồng thời; vả; mà còn; còn; với lại (dùng ở nửa sau của câu phức, biểu thị ý nghĩa tiến thêm một bước)";""
鉴定;jiàndìng;GIÁM ĐỊNH;"giám định; đánh giá; đánh giá";""
导向;dǎoxiàng;ĐẠO HƯỚNG;"hướng; phương hướng; dẫn hướng";""
舆论;yúlùn;DƯ LUẬN;"dư luận";""
暧昧;àimèi;ÁI MUỘI;"mập mờ; không minh bạch; không rõ ràng (thái độ, dụng ý); đen tối; mờ ám; nhập nhằng; quanh co; ám muội; khả nghi; không quang minh chính đại (hành vi)";""
片刻;piànkè;PHIẾN KHẮC;"một lát; phút chốc; chốc lát; giây phút; khoảnh khắc";""
宇宙;yǔzhòu;VŨ TRỤ;"vũ trụ";""
倾诉;qīngsù;KHUYNH TỐ;"giãi bày; thổ lộ; tâm sự";""
简陋;jiǎnlòu;GIẢN LẬU;"sơ sài; thô sơ; đơn sơ";""
赢得;yíngdé;DOANH ĐẮC;"được; giành được; giành chiến thắng";""
问候;wènhòu;VẤN HẬU;"chào hỏi; thăm hỏi sức khoẻ; gửi lời hỏi thăm";""
可靠;kěkào;KHẢ KHÁO;"tin cậy; đáng tin; tín nhiệm; tin cậy; đáng tin (tin tức; thông tin)";""
良好;liánghǎo;LƯƠNG HẢO;"tốt; hài lòng; tốt lành; tốt đẹp; tốt; giỏi (kết quả kỳ thi)";""
永恒;yǒnghéng;VĨNH HẰNG;"vĩnh hằng; vĩnh viễn; mãi mãi; đời đời bền vững";""
公布;gōngbù;CÔNG BỐ;"công bố; ban bố";""
紧急;jǐnjí;KHẨN CẤP;"khẩn; khẩn cấp; cấp bách; hiểm nghèo";""
失踪;shīzōng;THẤT TUNG;"mất tích; bặt tin";""
诉讼;sùsòng;TỐ TỤNG;"kiện tụng; tố tụng";""
骄傲;jiāo'ào;KIÊU NGẠO;"kiêu ngạo; kiêu căng; ngạo mạn; tự phụ; tự cao; tự hào; kiêu hãnh";""
精彩;jīngcǎi;TINH THẢI;"xuất sắc; ngoạn mục; tuyệt vời; hay tuyệt; đặc sắc; hấp dẫn";""
无可奈何;wúkěnàihé;VÔ KHẢ NẠI HÀ;"hết cách; đành chịu, bất lực";""
货币;huòbì;HÓA TỆ;"tiền; tiền tệ";""
未完;wèiwán;VỊ HOÀN;"chưa xong; chưa rồi; chưa hoàn thành; còn nữa; dở chừng; dở; chưa hoàn thành; chưa xong";""
空调;kōng tiáo;KHÔNG ĐIỀU;"điều hòa";""
舒服;shūfu;THƯ PHỤC;"thoải mái; khoan khoái; dễ chịu, thoải mái";""
逃避;táobì;ĐÀO TỊ;"trốn tránh; chạy trốn; lảng tránh";""
店铺;diànpù;ĐIẾM PHỐ;"cửa hàng; cửa hiệu; cửa tiệm";""
失去;shīqù;THẤT KHỨ;"mất; mất đi";""
执着;zhízhuó;CHẤP TRƯỚC;"cố chấp; kiên trì; kiên định";""
相遇;xiāngyù;TƯƠNG NGỘ;"gặp; gặp nhau; gặp gỡ; tình cờ gặp nhau";""
难过;nánguò;NAN QUÁ;"buồn; khó chịu; đau lòng; buồn bã (tâm trạng); khổ; khó sống; chật vật; không dễ dàng";""
转机;zhuǎnjī;CHUYỂN CƠ;"bước ngoặt; sự chuyển biến (tốt, tích cực)";""
陨落;yǔnluò;VẪN LẠC;"rơi xuống; ra đi; suy tàn; sụp đổ; mất tích (người, quốc gia, sự nghiệp)";""
惦记;diànjì;ĐIẾM KÝ;"nhớ; nhớ đến; nghĩ đến; nhớ nhung; lo lắng";""
无奈;wúnài;VÔ NẠI;"bất lực; bó tay";""
飞跃;fēiyuè;PHI DƯỢC;"nhảy vọt; nhanh chóng; bay nhảy";""
具体;jùtǐ;CỤ THỂ;"cụ thể (có thể thấy và cảm nhận); cụ thể; cụ thể; rõ ràng";""
也许;yěxǔ;DÃ HỨA;"biết đâu; may ra; có lẽ; không biết chừng; biết đâu chừng";""
责怪;zéguài;TRÁCH QUÁI;"trách cứ; trách móc; oán trách; kỳ kèo";""
诸恶莫作;zhū è mò zuò;CHƯ ÁC MẠC TÁC;"không làm việc ác";""
知觉;zhījué;TRI GIÁC;"tri giác; cảm giác";""
革命;gémìng;CÁCH MỆNH;"cách mạng; cuộc cách mạng";""
道歉;dàoqiàn;ĐẠO KHIỂM;"chịu lỗi; xin thứ lỗi; xin nhận lỗi";""
急诊;jízhěn;CẤP CHẨN;"người cần cấp cứu; ca cấp cứu; trường hợp cấp cứu; khoa cấp cứu; phòng cấp cứu";""
愚蠢;yúchǔn;NGU XUẨN;"ngốc; ngu xuẩn; ngu dại; ngu ngốc";""
彼此;bǐcǐ;BỈ THỬ;"nhau; hai bên; lẫn nhau; bên này với bên kia; cũng vậy; cũng thế (lời khách sáo, biểu thị ai cũng như nhau, thường dùng lặp lại lời đáp)";""
美貌;měimào;MĨ MẠO;"khuôn mặt đẹp";""
忧伤;yōushāng;ƯU THƯƠNG;"đau buồn";""
这么;zhème;GIÁ MA;"như thế; như vậy; thế này; làm vậy";""
矛盾;máodùn;MÂU THUẪN;"mâu thuẫn; quy luật mâu thuẫn; đối lập; mâu thuẫn (trong logic hình thức chỉ mối quan hệ giữa hai khái niệm hoặc hai phán đoán không thể cùng đúng hoặc cùng sai)";""
年龄;niánlíng;NIÊN LINH;"tuổi; độ tuổi; tuổi tác (người hoặc động thực vật)";""
沉默;chénmò;TRẦM MẶC;"ít nói; trầm mặc; im lặng; trầm lặng";""
伪装;wěizhuāng;NGỤY TRANG;"giả tạo; làm ra vẻ; ngụy trang (để che giấu mình trong quân sự)";""
笑容;xiàoróng;TIẾU DUNG;"nụ cười";""
完整;wánzhěng;HOÀN CHỈNH;"vẹn; toàn vẹn; hoàn chỉnh; nguyên vẹn; lành lặn; đầy đủ";""
尽头;jìntóu;TẬN ĐẦU;"cuối; đáy; phần cuối; phần đáy; điểm cuối; điểm kết thúc";""
边缘;biānyuán;BIÊN DUYÊN;"mép; rìa; ven; giáp; viền; sát biên giới; bên bờ; bờ vực; ranh giới";""
规范;guīfàn;QUY PHẠM;"quy tắc; nề nếp; tiêu chuẩn; quy phạm; chuẩn mực";""
奖金;jiǎngjīn;TƯỞNG KIM;"tiền thưởng";""
积极;jījí;TÍCH CỰC;"chủ động; cầu tiến; chăm chỉ; tích cực; hăng hái; tích cực; có lợi; có ích( hiệu quả; kết quả; tác dụng)";""
原谅;yuánliàng;NGUYÊN LƯỢNG;"tha thứ; thứ lỗi; tha lỗi";""
不顾一切;bùgù yīqiè;BẤT CỐ NHẤT THIẾT;"bất chấp; bất chấp tất cả";""
打扰;dǎrǎo;ĐẢ NHIỄU;"phiền; làm phiền; quấy rầy; xin lỗi; xin lỗi đã làm phiền; xin lỗi đã quấy rầy (lịch sự)";""
冲动;chōngdòng;XUNG ĐỘNG;"nổi hứng; xung động; kích động; sự bốc đồng";""
低头;dītóu;ĐÊ ĐẦU;"cúi đầu; cúi mình; cắm cổ; cúi đầu xuống; khuất phục; cúi đầu khuất phục";""
沙滩;shātān;SA THAN;"bãi cát; bãi biển";""
过程;guòchéng;QUÁ TRÌNH;"quá trình";""
获取;huòqǔ;HOẠCH THỦ;"lấy được; thu được; có được; đạt được";""
举行;jǔxíng;CỬ HÀNH;"tiến hành; tổ chức (hội họp, thi đấu)";""
柴米油盐;chái-mǐ-yóu-yán;SÀI MỄ DU DIÊM;"cơm áo gạo tiền; củi gạo dầu muối (chỉ nhu yếu phẩm của con người)";""
脸皮;liǎnpí;KIỂM BÌ;"da mặt; sĩ diện; mặt mũi; thể diện; tình cảm và thể diện; mặt ... (chỉ tâm lý nhục nhã, ""mặt mỏng"" là dễ xấu hổ, ""mặt dày"" không dễ xấu hổ)";""
取消;qǔxiāo;THỦ TIÊU;"hủy; huỷ bỏ; xoá bỏ; bãi bỏ";""
模样;múyàng;MÔ DẠNG;"hình dáng; diện mạo; dáng vẻ; trông; trông vẻ; khoảng chừng; chừng; trông; có vẻ";""
渴望;kěwàng;KHÁT VỌNG;"khát vọng; khao khát; tha thiết; ao ước; mong mỏi; mong muốn";""
谦卑;qiānbēi;KHIÊM TI;"khiêm tốn; khiêm nhường; nhún nhường";""
惊慌;jīnghuāng;KINH HOẢNG;"hoảng; hoang mang; lúng túng; lo sợ; sợ hãi";""
恐怕;kǒngpà;KHỦNG PHẠ;"sợ rằng; e rằng; liệu rằng";""
负面;fùmiàn;PHỤ DIỆN;"mặt trái; mặt xấu; mặt tiêu cực";""
请假;qǐngjià;THỈNH GIÁ;"xin nghỉ; xin phép nghỉ (do bệnh tật hay gặp khó khăn)";""
灵魂;línghún;LINH HỒN;"linh hồn; tâm linh; tư tưởng; tâm hồn; nhân cách; lương tâm; linh hồn (ví với những nhân tố có tác dụng chỉ đạo và quyết định)";""
攒;zǎn;TOẢN;"tích luỹ; trữ; gom lại; dành dụm";""
脆弱;cuìruò;THÚY NHƯỢC;"yếu đuối; mỏng manh; mảnh khảnh; yếu ớt; mảnh dẻ; dễ vỡ; mong manh";""
过去;guòqù;QUÁ KHỨ;"qua; đi qua; đi tới; đi sang; đã qua; trải qua; trôi qua; đã qua; mất; chết; tạ thế; qua đời (sau, phải thêm 了)";""
考察;kǎochá;KHẢO SÁT;"khảo sát; quan sát; điều tra thực tế; khảo sát; kiểm chứng";""
细节;xìjié;TẾ TIẾT;"tình tiết; chi tiết; điều nhỏ nhặt";""
前往;qiánwǎng;TIỀN VÃNG;"đi; đến; tiến về phía trước";""
离谱;lípǔ;LY PHẢ;"quá đáng; vô lý; phi lý";""
困惑;kùnhuò;KHỐN HOẶC;"bối rối; nghi hoặc; hoang mang; lúng túng; không biết xử trí thế nào";""
经历;jīnglì;KINH LỊCH;"từng; từng trải; trải qua; trải nghiệm";""
答案;dá'àn;ĐÁP ÁN;"đáp án; câu trả lời; lời giải";""
探索;tànsuǒ;THÁM TÁC;"tìm tòi; tìm kiếm; khám phá; thăm dò; thám hiểm";""
迷茫;mímáng;MÊ MANG;"mơ màng; hoang mang; lạc lõng; bối rối; bao la; mờ mịt; mênh mông; mịt mù";""
疲惫;píbèi;BÌ BỊ;"mệt mỏi; mệt nhọc; mệt lử, kiệt sức";""
迈出;mài chū;MẠI XUẤT;"bước; bước ra ngoài; bước đi; bắt đầu (hành động, quá trình)";""
花痴;huā chī;HOA SI;"mê; cuồng; mê mẩn; mê trai; mê gái";""
审判员;shěnpàn yuán;THẨM PHÁN VIÊN;"thẩm phán";""
预定;yùdìng;DỰ ĐỊNH;"định; dự định; dự tính";""
脚;jiǎo;CƯỚC;"bàn chân; chân (phần dưới cùng của đồ vật); người bốc vác; người khuân vác (dùng sức lực để vận chuyển); cặn; bã; phần còn lại";""
说不定;shuō bu dìng;THUYẾT BẤT ĐỊNH;"nói không chừng; không biết chừng; không chừng là; có thể là; biết đâu; chưa biết chừng; có lẽ";""
亲嘴;qīnzuǐ;THÂN CHỦY;"hôn; hôn môi; hôn nhau";""
归途;guītú;QUY ĐỒ;"đường về";""
缅甸;miǎndiàn;MIẾN ĐIỆN;"Miến Điện; Myanmar (tên cũ là Burma)";""
肾;shèn;THẬN;"quả thận; thận; tinh hoàn (trong y học)";""
移植;yízhí;DI THỰC;"chuyển; dời; nhổ trồng; nhổ cấy; cấy; ghép; áp dụng; ứng dụng";""
底下;dǐxia;ĐỂ HẠ;"dưới; phía dưới; bên dưới; sau; sau này; sau đó; tiếp đó";""
奋不顾身;fènbùgùshēn;PHẤN BẤT CỐ THÂN;"phấn đấu quên mình; hăng hái tiến lên; dũng cảm quên mình, không màng tới bản thân";""
欺负;qīfu;KHI PHỤ;"ăn hiếp; ức hiếp; bắt nạt; hiếp đáp";""
讨;tǎo;THẢO;"sửa; chỉnh; trị; thảo phạt; đánh dẹp; trị tội; lên án; nghiên cứu; thảo luận; bàn luận; xin; đòi; thỉnh cầu; lấy; cưới; làm cho; khiến cho";""
骂;mà;MẠ;"chửi; chửi rủa; mắng nhiếc; trách; trách móc; mắng";""
辛苦;xīnkǔ;TÂN KHỔ;"vất vả (lời nói khách sáo khi nhờ ai làm việc gì)";""
迟;chí;TRÌ;"chậm; chần chừ; trì trệ; trễ; muộn";""
厅;tīng;SẢNH;"phòng; phòng làm việc; ty; sở";""
屁;pì;THÍ;"rắm; trung tiện (đánh rắm); gì; cái gì";""
惨;cǎn;THẢM;"bi thảm; thê thảm; thảm thương; thảm thiết; vô cùng; cực kỳ; ghê gớm; thê thảm; độc ác; hung ác; tàn ác; ảm đạm; tối tăm";""
微妙;wēimiào;VI DIỆU;"tinh tế; tế nhị; tinh xảo; nhỏ bé; khéo léo, vi diệu; tinh diệu; khó đoán";""
谨慎;jǐnshèn;CẨN THẬN;"cẩn thận; thận trọng; dè dặt";""
偶然性;ǒuránxìng;NGẪU NHIÊN TÍNH;"tính ngẫu nhiên";""
核心;héxīn;HẠCH TÂM;"mấu chốt; cốt lõi; trọng tâm; hạt nhân; điểm chính; nòng cốt";""
民俗;mínsú;DÂN TỤC;"phong tục tập quán";""
招募;zhāomù;CHIÊU MỘ;"chiêu mộ; tuyển mộ; tuyển (nhân viên)";""
拼命;pīnmìng;BÍNH MỆNH;"liều mạng; liều mình; liều lĩnh";""
编织;biānzhī;BIÊN CHỨC;"bện; dệt; đan; tết; kết lại";""
寄托;jìtuō;KÝ THÁC;"gởi; gửi; gửi nhờ; gởi gắm; gửi gắm; ký thác";""
温暖;wēnnuǎn;ÔN NOÃN;"ấm; ấm áp; ấm cúng";""
昏暗;hūn'àn;HÔN ÁM;"tối; mờ; mờ tối; mờ mịt; lờ mờ; u ám";""
等候;děnghòu;ĐẲNG HẬU;"đợi; chờ; chờ đợi";""
一般;yībān;NHẤT BAN;"như; giống nhau; như nhau; trung bình; bình thường; trình độ không cao";""
清楚;qīngchu;THANH SỞ;"rõ; rõ ràng; rành rọt; gãy gọn; tinh tường; minh mẫn";""
景点;jǐngdiǎn;CẢNH ĐIỂM;"thắng cảnh; khu du lịch; khu phong cảnh; khu tham quan; điểm tham quan";""
概率;gàilǜ;KHÁI LUẬT;"xác suất; tỉ lệ";""
祝;zhù;CHÚC;"chúc; cầu chúc; khấn; cầu khấn; đoạn tuyệt; cắt đứt; cắt; gọt";""
悄悄;qiāoqiāo;TIỄU TIỄU;"lặng lẽ; khe khẽ; âm thầm; nhẹ nhàng";""
平坦;píngtǎn;BÌNH THẢN;"bằng; phẳng; bằng phẳng";""
攻击;gōngjī;CÔNG KÍCH;"đánh; tấn công; đánh đòn; tiến công; tiến đánh; chỉ trích; đả kích; công kích; phỉ báng";""
迅速;xùnsù;TẤN TỐC;"cấp tốc; nhanh chóng";""
操;cāo;THAO;"cầm; nắm; nhấc; làm; đảm nhiệm; lái; nắm; nắm vững; điều khiển; sử dụng; nói tiếng nước ngoài; nói tiếng phương ngôn; tập luyện; tập; thao luyện";""
将;jiāng;TƯƠNG;"sắp; vừa... vừa; nửa.. nửa; bán... bán (dùng đôi)";""
